,name,param,proto_name,spacegroup,species,wyckoffs,proto_compo,name_short
720.0,9772-13608-SiO2,"{'a': 4.818547675464983, 'b': 1.4320850236644815, 'c': 1.4352641277714053, 'alpha': 113.56523469200982, 'beta': 102.55700589751906, 'gamma': 103.06248651889737, 'xa0': 0.5635989999999999, 'ya0': 0.4698580000000001, 'za0': 0.857001, 'xa1': 0.17673699999999998, 'ya1': 0.718747, 'za1': 0.8373740000000001, 'xa2': 0.18352999999999994, 'ya2': 0.36381700000000006, 'za2': 0.42960300000000007, 'xa3': 0.5558829999999999, 'ya3': 0.2282440000000001, 'za3': 0.12972700000000026, 'xa4': 0.6943349999999999, 'ya4': 0.3542320000000001, 'za4': -0.0006919999999999998, 'xa5': 0.38392799999999994, 'ya5': 0.629183, 'za5': 0.979611, 'xa6': 0.294214, 'ya6': 0.988867, 'za6': 0.950631, 'xa7': 0.834952, 'ya7': 0.6331070000000001, 'za7': 0.83192, 'xa8': 0.32877299999999987, 'ya8': 0.2772500000000001, 'za8': 0.6040420000000002, 'xa9': 0.18280499999999997, 'ya9': 0.6170410000000001, 'za9': 0.5802700000000001, 'xa10': 0.396643, 'ya10': 0.38137900000000013, 'za10': 0.2813030000000001, 'xa11': 0.8358139999999998, 'ya11': 0.1934260000000001, 'za11': 0.2762700000000001}",AB2_4_a4_a8_1,1,"['Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,SiO2
1220.0,24098-28952-CaGa2,"{'a': 4.490803987111573, 'c': 1.636184972910831, 'zf1': 0.044036000000000006}",AB2_2_b_f_194,194,"['Ca', 'Ga']","['b', 'f']",AB2,CaGa2
348.0,283949-646122-CdI2,"{'a': 4.28932489622418, 'c': 6.452146589399685, 'zb0': 0.7499979999999999, 'zb1': -2.9999999999752447e-06, 'za2': 0.062701, 'za3': 0.3127, 'zb4': 0.187303, 'zb5': 0.437301}",AB2_4_b2_a2b2_186,186,"['Cd', 'Cd', 'I', 'I', 'I', 'I']","['b', 'b', 'a', 'a', 'b', 'b']",AB2,CdI2
852.0,24627-29519-TiCo2,"{'a': 4.680976517329096, 'c': 3.2502523658634184, 'ze0': 0.9073180000000001, 'zf1': 0.34379899999999997, 'zf2': 0.873866, 'xh4': 0.837507}",AB2_8_ef_fgh_194,194,"['Ti', 'Ti', 'Co', 'Co', 'Co']","['e', 'f', 'f', 'g', 'h']",AB2,TiCo2
232.0,284090-646278-H2O,"{'a': 4.149243, 'b': 1.7319221843599106, 'c': 1.6347856705427952, 'ya0': 0.33101350000000007, 'za0': 0.94231, 'ya1': 0.3358270000000001, 'za1': 0.5674710000000001, 'ya2': 0.46656450000000005, 'za2': 0.989813, 'ya3': 0.33334850000000005, 'za3': 0.791135, 'xb4': 0.3009225, 'yb4': 0.7669030000000001, 'zb4': 0.515638}",AB2_4_a2_a2b_36,36,"['O', 'O', 'H', 'H', 'H']","['a', 'a', 'a', 'a', 'b']",AB2,H2O
411.0,8324-12036-Ta2Se,"{'a': 3.386616, 'b': 2.9938194941499123, 'zc0': 0.3583660000000001, 'zc1': 0.07534600000000001, 'zc2': 0.7631209999999999}",AB2_2_c_c2_129,129,"['Se', 'Ta', 'Ta']","['c', 'c', 'c']",AB2,Ta2Se
470.0,22822-27639-SiAg2,"{'a': 5.731102, 'b': 1.6015481839269305, 'c': 1.5460237839075277, 'yf0': 0.3657645, 'zf0': 0.994285, 'yc2': 0.20195249999999998, 'xg3': 0.23729599999999995, 'yg3': 0.4563695}",AB2_4_f_acg_63,63,"['Si', 'Ag', 'Ag', 'Ag']","['f', 'a', 'c', 'g']",AB2,SiAg2
889.0,283703-642531-BeF2,"{'a': 4.385314791170066, 'c': 1.1298881006163657, 'xa0': 0.8915709999999999, 'ya0': 0.2249319999999999, 'za0': 0.0, 'xa1': 0.9412799999999999, 'ya1': 0.581283, 'za1': 0.090631, 'xa2': 0.725432, 'ya2': 0.9734589999999999, 'za2': 0.242713}",AB2_3_a_a2_144,144,"['Be', 'F', 'F']","['a', 'a', 'a']",AB2,BeF2
953.0,14263-18408-ErMn2,"{'a': 5.055157648482927, 'c': 2.4488179033227704, 'zc0': 0.3750015}",AB2_2_c_ad_166,166,"['Er', 'Mn', 'Mn']","['c', 'a', 'd']",AB2,ErMn2
1034.0,162-1772-CaSb2,"{'a': 4.770681131764939, 'b': 0.8834847443347578, 'c': 1.8686589454207951, 'beta': 104.02032561804816, 'xe0': 0.14779750000000003, 'ze0': 0.21227549999999995, 'xe1': 0.7709685000000001, 'ze1': 0.48229449999999996, 'xe2': 0.3993344999999999, 'ze2': 0.8800575}",AB2_2_e_e2_11,11,"['Ca', 'Sb', 'Sb']","['e', 'e', 'e']",AB2,CaSb2
1139.0,27986-44874-CdI2,"{'a': 4.290758873352068, 'c': 24.386960930048698, 'zc1': 0.39999966666666675, 'zc2': 0.46667100000000006, 'zc3': 0.3498066666666667, 'zc4': 0.7168370000000001, 'zc5': 0.08315100000000002, 'zc6': 0.7835093333333334, 'zc7': 0.14981533333333336}",AB2_5_ac2_c5_166,166,"['Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I']","['a', 'c', 'c', 'c', 'c', 'c', 'c', 'c']",AB2,CdI2
1155.0,1230-2924-Te2W,"{'a': 3.501056, 'b': 1.8055029682472945, 'c': 4.1852398247842935, 'ya0': 0.543504, 'za0': 0.514775, 'ya1': 0.100341, 'za1': 1.0000000000065512e-05, 'ya2': 0.706, 'za2': 0.907028, 'ya3': 0.800689, 'za3': 0.364289, 'ya4': 0.356635, 'za4': 0.15050699999999995, 'ya5': 0.148999, 'za5': 0.607591}",AB2_4_a2_a4_31,31,"['W', 'W', 'Te', 'Te', 'Te', 'Te']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,Te2W
1295.0,24179-29042-YCd2,"{'a': 8.527619520917955, 'b': 0.5771634334505459, 'c': 0.40653467145259636, 'beta': 90.00127434300744, 'xi1': 0.6666799999999999, 'zi1': 0.502929}",AB2_1_a_i_12,12,"['Y', 'Cd']","['a', 'i']",AB2,YCd2
1361.0,285974-663870-CoSb2,"{'a': 6.534055841680647, 'b': 0.9806057914485083, 'c': 1.0037241789575044, 'beta': 117.43227137290998, 'xe0': 0.2698824999999999, 'ye0': 0.4991, 'ze0': 0.780553, 'xe1': 0.14701949999999997, 'ye1': 0.140174, 'ze1': 0.867916, 'xe2': 0.6514175, 'ye2': 0.355056, 'ze2': 0.834829}",AB2_4_e_e2_14,14,"['Co', 'Sb', 'Sb']","['e', 'e', 'e']",AB2,CoSb2
134.0,322314-753741-Mg2Zn,"{'a': 5.17652400027132, 'b': 0.9444965385543926, 'c': 1.7807636939374982, 'beta': 90.00117088433909, 'xa0': 0.8348139999999997, 'za0': 0.16658999999999996, 'xa1': 0.8348089999999998, 'za1': 0.5001809999999999, 'xb2': 0.9987439999999997, 'zb2': 0.00016199999999999998, 'xb3': 0.9987129999999997, 'zb3': 0.6665859999999999, 'xa4': 0.30919399999999997, 'za4': 0.008079999999999999, 'xa5': 0.35794699999999996, 'za5': 0.33330399999999993, 'xa6': 0.3091999999999999, 'za6': 0.6585249999999999, 'xa7': 0.8220419999999998, 'za7': 0.8333099999999998, 'xb8': 0.5240279999999999, 'zb8': 0.15851499999999996, 'xb9': 0.011138999999999998, 'zb9': 0.33330799999999994, 'xb10': 0.5240289999999999, 'zb10': 0.5080869999999998, 'xb11': 0.4752859999999999, 'zb11': 0.8333029999999998}",AB2_4_a2b2_a4b4_6,6,"['Zn', 'Zn', 'Zn', 'Zn', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg', 'Mg']","['a', 'a', 'b', 'b', 'a', 'a', 'a', 'a', 'b', 'b', 'b', 'b']",AB2,Mg2Zn
1435.0,13240-17285-GaPt2,"{'a': 16.676023, 'b': 0.23754248839786318, 'c': 0.3338122644709713, 'zf1': 0.792344, 'xj2': 0.09287299999999998, 'zj2': 0.31350399999999995, 'zf4': 0.26703999999999994, 'xi5': 0.15604299999999996, 'zi5': 0.049655999999999985, 'xi6': 0.6679999999999999, 'zi6': 0.44375399999999987, 'xj7': 0.5691629999999999, 'zj7': 0.20562199999999994}",AB2_8_afj_cfi2j_51,51,"['Ga', 'Ga', 'Ga', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt']","['a', 'f', 'j', 'c', 'f', 'i', 'i', 'j']",AB2,GaPt2
627.0,327236-760439-Zn2Te,"{'a': 4.793313, 'b': 1.8183894938636387, 'c': 1.2712094953949387, 'za0': 0.3885234999999999, 'zb1': 0.9444684999999998, 'yd2': 0.8233265, 'zd2': 0.8005284999999999, 'ye3': 0.8233164999999999, 'ze3': 0.5330014999999998}",AB2_2_ab_de_38,38,"['Te', 'Te', 'Zn', 'Zn']","['a', 'b', 'd', 'e']",AB2,Zn2Te
1090.0,18911-23501-H2O,"{'a': 3.7892081827037427, 'b': 2.053102085320339, 'c': 2.0752319861604893, 'alpha': 90.82622528148852, 'beta': 90.00318307134357, 'gamma': 90.00289685877112, 'xa0': 0.00138, 'ya0': 0.996984, 'za0': -0.00027399999999999647, 'xa1': 0.120469, 'ya1': 0.363993, 'za1': 0.25258, 'xa2': 0.123396, 'ya2': 0.634067, 'za2': 0.754336, 'xa3': 0.252972, 'ya3': 0.99859, 'za3': 0.498581, 'xa4': 0.370777, 'ya4': 0.245997, 'za4': 0.863804, 'xa5': 0.394074, 'ya5': 0.755788, 'za5': 0.136011, 'xa6': 0.501498, 'ya6': 0.498628, 'za6': 0.502504, 'xa7': 0.620861, 'ya7': 0.132074, 'za7': 0.249084, 'xa8': 0.623868, 'ya8': 0.863307, 'za8': 0.74651, 'xa9': 0.751805, 'ya9': 0.496653, 'za9': 0.0015, 'xa10': 0.871183, 'ya10': 0.249278, 'za10': 0.637391, 'xa11': 0.894134, 'ya11': 0.739406, 'za11': 0.364787, 'xa12': 0.001895, 'ya12': 0.844663, 'za12': 0.420709, 'xa13': 0.009341, 'ya13': 0.56992, 'za13': 0.850441, 'xa14': 0.100074, 'ya14': 0.094572, 'za14': 0.543442, 'xa15': 0.157021, 'ya15': 0.900889, 'za15': 0.039945, 'xa16': 0.185015, 'ya16': 0.275105, 'za16': 0.776971, 'xa17': 0.207641, 'ya17': 0.719592, 'za17': 0.219139, 'xa18': 0.234499, 'ya18': 0.42973, 'za18': 0.349191, 'xa19': 0.259563, 'ya19': 0.145626, 'za19': 0.924204, 'xa20': 0.304082, 'ya20': 0.275164, 'za20': 0.223422, 'xa21': 0.350513, 'ya21': 0.547173, 'za21': 0.596734, 'xa22': 0.401771, 'ya22': 0.047411, 'za22': 0.404418, 'xa23': 0.437785, 'ya23': 0.776798, 'za23': 0.777361, 'xa24': 0.501196, 'ya24': 0.650599, 'za24': 0.079769, 'xa25': 0.510287, 'ya25': 0.926908, 'za25': 0.649796, 'xa26': 0.598865, 'ya26': 0.400602, 'za26': 0.956667, 'xa27': 0.656993, 'ya27': 0.594469, 'za27': 0.461695, 'xa28': 0.685507, 'ya28': 0.219754, 'za28': 0.724066, 'xa29': 0.707716, 'ya29': 0.775539, 'za29': 0.281667, 'xa30': 0.735636, 'ya30': 0.066245, 'za30': 0.152686, 'xa31': 0.759817, 'ya31': 0.349989, 'za31': 0.577632, 'xa32': 0.804306, 'ya32': 0.220993, 'za32': 0.27855, 'xa33': 0.850648, 'ya33': 0.949229, 'za33': 0.905106, 'xa34': 0.900255, 'ya34': 0.448002, 'za34': 0.095772, 'xa35': 0.937462, 'ya35': 0.720759, 'za35': 0.723505}",AB2_12_a12_a24_1,1,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,H2O
1207.0,13364-17426-Hg2Pt,"{'a': 4.757306, 'b': 0.6238202882051312}",AB2_1_a_e_123,123,"['Pt', 'Hg']","['a', 'e']",AB2,Hg2Pt
5.0,18892-23481-SiO2,"{'a': 14.131444, 'b': 1.3132104546428516, 'c': 0.5004886266399952, 'yi0': 0.731217, 'yn1': 0.860692, 'zn1': 0.7265220000000001, 'xp2': 0.30113650000000003, 'yp2': 0.1737195, 'xr3': 0.197681, 'yr3': 0.078619, 'zr3': 0.724831, 'yj5': 0.85345, 'yn6': 0.779948, 'zn6': 0.810352, 'xo7': 0.229737, 'zo7': 0.796836, 'xp8': 0.41321949999999996, 'yp8': 0.17684149999999998, 'xq9': 0.1999855, 'yq9': 0.08375350000000001, 'xr10': 0.27304849999999997, 'yr10': 0.1348955, 'zr10': 0.805029, 'xr11': 0.4084645, 'yr11': 0.4048615, 'zr11': 0.798844}",AB2_18_inpr_ejnopqr2_65,65,"['Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['i', 'n', 'p', 'r', 'e', 'j', 'n', 'o', 'p', 'q', 'r', 'r']",AB2,SiO2
152.0,26077-31117-TmZn2,"{'a': 6.943384, 'b': 0.6346928241330164, 'c': 1.0785720622681967, 'ze0': 0.21400049999999987, 'xi1': 0.20225150000000006, 'zi1': 0.5849340000000001}",AB2_2_e_i_74,74,"['Tm', 'Zn']","['e', 'i']",AB2,TmZn2
416.0,13209-17252-Ga2O,"{'a': 4.764636, 'b': 1.744531166704025, 'c': 1.837349170010049, 'yf1': 0.6678019999999999}",AB2_2_a_f_70,70,"['Os', 'Ga']","['a', 'f']",AB2,Ga2O
584.0,24642-29535-Zr2C,"{'a': 12.107667999999999, 'xe0': 0.3471375, 'xf2': 0.31242000000000003}",AB2_8_e_cf_227,227,"['Co', 'Zr', 'Zr']","['e', 'c', 'f']",AB2,Zr2C
769.0,9778-13614-SiO2,"{'a': 4.235551277189075, 'b': 0.9969918255369272, 'c': 1.8274534996198235, 'beta': 96.00381869922637, 'xe0': 0.5672590000000001, 'ye0': 0.583109, 'ze0': 0.30603, 'xe1': 0.14778600000000008, 'ye1': 0.989926, 'ze1': 0.17984400000000006, 'ya2': 0.162944, 'yd3': 0.680753, 'xe4': 0.4036740000000001, 'ye4': 0.221642, 'ze4': 0.29639600000000005, 'xe5': 0.9056690000000001, 'ye5': 0.778979, 'ze5': 0.29164000000000007, 'xe6': 0.37141000000000013, 'ye6': 0.707657, 'ze6': 0.12816700000000003}",AB2_4_e2_ade3_3,3,"['Si', 'Si', 'O', 'O', 'O', 'O', 'O']","['e', 'e', 'a', 'd', 'e', 'e', 'e']",AB2,SiO2
1443.0,12030-16001-SiO2,"{'a': 8.123288667100352, 'b': 0.5684501916941362, 'c': 1.1151634300265567, 'beta': 121.65400853083176, 'xe0': 0.8760969999999999, 'ye0': 0.978795, 'ze0': 0.7227174999999999, 'xe1': 0.37289399999999984, 'ye1': 0.26926800000000006, 'ze1': 0.15366849999999999, 'xe2': 0.18365199999999993, 'ye2': 0.12175900000000006, 'ze2': 0.13997550000000003, 'xe3': 0.6922289999999998, 'ye3': 0.91188, 'ze3': 0.5316494999999999, 'xe4': 0.46298799999999996, 'ye4': 0.5239090000000001, 'ze4': 0.3000354999999999, 'xe5': 0.9265089999999998, 'ye5': 0.32153900000000013, 'ze5': 0.7412804999999998}",AB2_8_e2_e4_14,14,"['Si', 'Si', 'O', 'O', 'O', 'O']","['e', 'e', 'e', 'e', 'e', 'e']",AB2,SiO2
553.0,26859-33728-CdI2,"{'a': 4.287238665703022, 'c': 16.14758528767375, 'za0': 0.024997, 'za1': 0.225001, 'za2': 0.325002, 'za3': 0.425002, 'za4': 0.524999, 'za5': 0.625001, 'za6': 0.725003, 'za7': 0.825001, 'za8': 0.925001, 'zb9': 0.124997, 'za10': 0.09996, 'zb11': 0.0, 'zb12': 0.199962, 'zb13': 0.299955, 'zb14': 0.399961, 'zb15': 0.499958, 'zb16': 0.599958, 'zb17': 0.699964, 'zb18': 0.799954, 'zb19': 0.899959, 'zc20': 0.05004, 'zc21': 0.150043, 'zc22': 0.250041, 'zc23': 0.350039, 'zc24': 0.450039, 'zc25': 0.550038, 'zc26': 0.650043, 'zc27': 0.750041, 'zc28': 0.850038, 'zc29': 0.950042}",AB2_10_a9b_ab9c10_156,156,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c', 'c']",AB2,CdI2
1274.0,304799-711550-ZrO2,"{'a': 6.429034653537964, 'b': 1.413895629726881, 'yh1': 0.2145995, 'zh1': 0.8926715}",AB2_4_c_h_141,141,"['Zr', 'O']","['c', 'h']",AB2,ZrO2
1399.0,9585-13405-WO2,"{'a': 9.736847, 'b': 0.8702893246653667, 'c': 0.4895992511744306, 'xc0': 0.1349125, 'zc0': 0.9807954999999999, 'xd1': 0.36703550000000007, 'yd1': 0.40007650000000006, 'zd1': 0.9918014999999999, 'xc2': 0.7939855, 'zc2': 0.8071674999999999, 'xc3': 0.46076249999999996, 'zc3': 0.25526249999999995, 'xd4': 0.5444275000000001, 'yd4': 0.41407650000000007, 'zd4': 0.7733085, 'xd5': 0.7998445000000001, 'yd5': 0.9269295000000002, 'zd5': 0.7722224999999999}",AB2_12_cd_c2d2_62,62,"['W', 'W', 'O', 'O', 'O', 'O']","['c', 'd', 'c', 'c', 'd', 'd']",AB2,WO2
1414.0,2145-3934-Cu2S,"{'a': 4.158185371455009, 'c': 1.3600006961741549}",AB2_2_c_bd_194,194,"['S', 'Cu', 'Cu']","['c', 'b', 'd']",AB2,Cu2S
491.0,323067-754788-LiTi2,"{'a': 4.756697, 'b': 1.7818946645254636, 'c': 1.0282603669982926, 'yd0': 0.16661299999999998, 'zd0': 0.16661299999999998, 'za1': 0.6667875, 'zb2': 0.9925369999999999, 'ye3': 0.6629415000000001, 'ze3': 0.0037285000000000235}",AB2_2_d_abe_38,38,"['Li', 'Ti', 'Ti', 'Ti']","['d', 'a', 'b', 'e']",AB2,LiTi2
645.0,28142-47652-PO2,"{'a': 9.432797345275047, 'b': 1.0437376781906178, 'c': 0.7022326208453514, 'beta': 96.82123369172325, 'xf0': 0.14518349999999997, 'yf0': 0.8869905, 'zf0': 0.3280175000000001, 'xf1': 0.4589465, 'yf1': 0.8233655000000001, 'zf1': 0.9604445000000001, 'ye2': 0.9697439999999999, 'ye3': 0.607699, 'xf4': 0.3341175, 'yf4': 0.7115365, 'zf4': 0.8556715000000001, 'xf5': 0.404244, 'yf5': 0.7087960000000001, 'zf5': 0.5003955000000001, 'xf6': 0.26468949999999997, 'yf6': 0.9768305, 'zf6': 0.39369750000000003}",AB2_8_f2_e2f3_15,15,"['P', 'P', 'O', 'O', 'O', 'O', 'O']","['f', 'f', 'e', 'e', 'f', 'f', 'f']",AB2,PO2
904.0,9279-13080-NbSe2,"{'a': 3.471086, 'b': 1.7340279094208555, 'c': 10.470130385706375, 'xc0': 0.25962799999999997, 'yc0': -0.0005765000000000122, 'zc0': 0.9116770000000001, 'xc1': 0.259542, 'yc1': 0.6660715, 'zc1': 0.957763, 'xc2': 0.25956749999999995, 'yc2': 0.6660570000000001, 'zc2': 0.8650770000000001}",AB2_4_c_c2_20,20,"['Nb', 'Se', 'Se']","['c', 'c', 'c']",AB2,NbSe2
1201.0,27815-40907-H2O,"{'a': 6.351904, 'b': 1.0019058852274845, 'xa0': 0.39723200000000003, 'xb1': 0.8059500000000002, 'yb1': 0.38537100000000013, 'zb1': 0.039291, 'xb2': 0.5177360000000002, 'yb2': 0.8397950000000001, 'zb2': 0.042742, 'xb3': 0.6474960000000001, 'yb3': 0.38142300000000007, 'zb3': 0.048377, 'xb4': 0.29605799999999993, 'yb4': 0.3619540000000001, 'zb4': 0.117412}",AB2_12_ab_b3_92,92,"['O', 'O', 'H', 'H', 'H']","['a', 'b', 'b', 'b', 'b']",AB2,H2O
64.0,28130-47428-CdI2,"{'a': 7.430630587678679, 'b': 0.577336527796094, 'c': 9.395151947766257, 'beta': 92.04188002943182, 'xa0': 0.974992, 'za0': 0.925045, 'xa1': 0.9418085, 'za1': 0.825026, 'xa2': 0.90843, 'za2': 0.724947, 'xa3': 0.8749715, 'za3': 0.624978, 'xa4': 0.8415295, 'za4': 0.524985, 'xa5': 0.8083024999999999, 'za5': 0.424991, 'xa6': 0.7751349999999999, 'za6': 0.32501199999999997, 'xa7': 0.7417754999999999, 'za7': 0.22499000000000002, 'xa8': 0.7083189999999999, 'za8': 0.125004, 'xa9': 0.34154799999999996, 'za9': 0.025019000000000013, 'xa10': 0.6499309999999999, 'za10': 0.9497, 'xa11': 0.3001719999999999, 'za11': 0.90028, 'xa12': 0.6166039999999999, 'za12': 0.849716, 'xa13': 0.2667599999999999, 'za13': 0.800274, 'xa14': 0.5832149999999998, 'za14': 0.749722, 'xa15': 0.23339849999999995, 'za15': 0.7003170000000001, 'xa16': 0.5498439999999999, 'za16': 0.649713, 'xa17': 0.20007249999999988, 'za17': 0.600303, 'xa18': 0.5165434999999998, 'za18': 0.549706, 'xa19': 0.16674049999999996, 'za19': 0.500271, 'xa20': 0.483256, 'za20': 0.44971399999999995, 'xa21': 0.13350850000000003, 'za21': 0.40028300000000006, 'xa22': 0.449916, 'za22': 0.34970999999999997, 'xa23': 0.10009549999999989, 'za23': 0.30028200000000005, 'xa24': 0.41654250000000004, 'za24': 0.249726, 'xa25': 0.066716, 'za25': 0.20026600000000006, 'xa26': 0.38320350000000003, 'za26': 0.14972200000000002, 'xa27': 0.03341099999999997, 'za27': 0.10029600000000005, 'xa28': 0.6831885, 'za28': 0.049700999999999995, 'xa29': 6.850000000002687e-05, 'za29': 0.00030200000000002447}",AB2_10_a10_a20_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
154.0,11534-15479-UP2,"{'a': 5.355471, 'b': 2.861614599350844, 'za0': 0.5076290000000001, 'za1': 0.9955705, 'zb2': 0.719395, 'za3': 0.17815400000000003, 'za4': 0.686054, 'zb5': 0.5385040000000001, 'xc6': 0.27182649999999997, 'zc6': 0.8604265}",AB2_4_a2b_a2bc_107,107,"['U', 'U', 'U', 'P', 'P', 'P', 'P']","['a', 'a', 'b', 'a', 'a', 'b', 'c']",AB2,UP2
276.0,322454-753924-Ti2A,"{'a': 5.124430631310077, 'b': 0.8278818282911189, 'c': 1.0006691645725225, 'beta': 119.96143635162773, 'xa0': 0.666817, 'za0': 0.333177, 'xa1': 0.00018099999999998673, 'za1': 0.0003259999999999445, 'xa2': 0.3327200000000001, 'za2': 0.666488, 'xb3': 0.682174, 'zb3': 0.666678, 'xb4': 0.33344599999999996, 'zb4': 0.015467999999999983, 'xb5': 0.984625, 'zb5': 0.31785899999999995}",AB2_2_a2_ab3_6,6,"['As', 'As', 'Ti', 'Ti', 'Ti', 'Ti']","['a', 'a', 'a', 'b', 'b', 'b']",AB2,Ti2A
561.0,5895-8048-B2O,"{'a': 2.88381, 'b': 1.627514988851554, 'c': 1.4153994195179296, 'za0': 0.345866, 'ye1': 0.805515, 'ze1': 0.862349}",AB2_2_a_e_59,59,"['Os', 'B']","['a', 'e']",AB2,B2O
963.0,3502-5411-Cs2O,"{'a': 4.225889959470608, 'c': 4.5477066805609745, 'zc1': 0.744471}",AB2_1_a_c_166,166,"['O', 'Cs']","['a', 'c']",AB2,Cs2O
992.0,4082-6061-NpSi2,"{'a': 3.918457, 'b': 3.633323525050822, 'ze1': 0.5821759999999999}",AB2_2_a_e_141,141,"['Np', 'Si']","['a', 'e']",AB2,NpSi2
525.0,10038-13896-Sn2M,"{'a': 5.528548493919787, 'c': 2.5855025086097023, 'zf2': 0.3968893333329999, 'xj3': 0.831921}",AB2_6_ac_fj_180,180,"['Mo', 'Mo', 'Sn', 'Sn']","['a', 'c', 'f', 'j']",AB2,Sn2M
650.0,27221-35152-TbMg2,"{'a': 10.052258397552064, 'b': 0.5598166876978009, 'c': 0.6413370781290315, 'beta': 119.67617632998011, 'ye0': 0.415967, 'xf1': 0.33267650000000004, 'yf1': 0.5827785000000001, 'zf1': 0.757069}",AB2_2_e_f_15,15,"['Tb', 'Mg']","['e', 'f']",AB2,TbMg2
1466.0,31039-289679-MgAu2,"{'a': 3.027867304016148, 'c': 4.634307448476338, 'zd0': 0.5916189999999999, 'zd1': 0.9166650000000001, 'zd2': 0.25518300000000016}",AB2_2_d_d2_164,164,"['Mg', 'Au', 'Au']","['d', 'd', 'd']",AB2,MgAu2
26.0,28093-47328-CdI2,"{'a': 7.428675393230545, 'b': 0.5773567084640469, 'c': 6.573759717007326, 'beta': 90.00526512507265, 'xa0': 0.333343, 'za0': 0.03571, 'xa1': 9.999999999177334e-07, 'za1': 0.178574, 'xa2': 0.3333195, 'za2': 0.321347, 'xa3': 9.999999999177334e-07, 'za3': 0.464281, 'xa4': 9.999999999177334e-07, 'za4': 0.607135, 'xa5': 9.999999999177334e-07, 'za5': 0.749998, 'xa6': 9.999999999177334e-07, 'za6': 0.892881, 'xa7': 9.999999999177334e-07, 'za7': 0.000369, 'xa8': 0.6666814999999999, 'za8': 0.071074, 'xa9': 0.3333135, 'za9': 0.14327, 'xa10': 0.666692, 'za10': 0.213935, 'xa11': 9.999999999177334e-07, 'za11': 0.286053, 'xa12': 0.6666785, 'za12': 0.356726, 'xa13': 0.3333135, 'za13': 0.428938, 'xa14': 0.6666869999999999, 'za14': 0.499651, 'xa15': 0.333314, 'za15': 0.571775, 'xa16': 0.6666894999999999, 'za16': 0.642435, 'xa17': 0.33331449999999996, 'za17': 0.71463, 'xa18': 0.6666889999999999, 'za18': 0.785367, 'xa19': 0.33331249999999996, 'za19': 0.85759, 'xa20': 0.666693, 'za20': 0.928261}",AB2_7_a7_a14_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
35.0,6409-9987-ZrAl2,"{'a': 5.293953401352606, 'c': 1.655309999094631, 'zf0': 0.06468499999999999, 'xh2': 0.8292330000000001}",AB2_4_f_ah_194,194,"['Zr', 'Al', 'Al']","['f', 'a', 'h']",AB2,ZrAl2
